N,prediction.order,seconds,algorithm
31,unsorted,2.032e-05,Logistic
31,unsorted,0.02273508,Functional.square
31,unsorted,2.2e-05,Logistic
31,unsorted,9.6e-06,Logistic
31,unsorted,0.0203944,Naïve.square
31,unsorted,0.00660884,Naïve.squared_hinge
31,unsorted,0.00630464,Naïve.squared_hinge
31,unsorted,0.00755908,Naïve.square
31,unsorted,2.064e-05,Logistic
31,unsorted,0.0287272,Functional.squared_hinge
100,unsorted,0.00943708,Naïve.squared_hinge
100,unsorted,0.0101084,Naïve.square
100,unsorted,0.02863076,Functional.squared_hinge
100,unsorted,0.01007244,Naïve.square
100,unsorted,0.02858264,Functional.squared_hinge
100,unsorted,0.01030072,Naïve.square
100,unsorted,0.0097242,Naïve.squared_hinge
100,unsorted,3.456e-05,Logistic
100,unsorted,0.009077,Naïve.squared_hinge
100,unsorted,0.02096,Functional.square
100,unsorted,0.01003232,Naïve.square
100,unsorted,0.00879128,Naïve.squared_hinge
100,unsorted,0.02078492,Functional.square
100,unsorted,0.00886424,Naïve.squared_hinge
100,unsorted,0.02172008,Functional.square
100,unsorted,0.03906576,Functional.squared_hinge
100,unsorted,0.02874184,Functional.squared_hinge
100,unsorted,0.00900992,Naïve.squared_hinge
100,unsorted,0.030029,Functional.squared_hinge
100,unsorted,0.01012524,Naïve.square
100,unsorted,0.02103304,Functional.square
100,unsorted,2.796e-05,Logistic
100,unsorted,0.00900224,Naïve.squared_hinge
100,unsorted,0.00885996,Naïve.squared_hinge
100,unsorted,0.02101664,Functional.square
100,unsorted,0.00891,Naïve.squared_hinge
100,unsorted,3.088e-05,Logistic
100,unsorted,0.02200872,Functional.square
100,unsorted,0.02124416,Functional.square
100,unsorted,0.037678,Functional.squared_hinge
100,unsorted,0.02071856,Functional.square
100,unsorted,2.848e-05,Logistic
100,unsorted,0.02146224,Functional.square
100,unsorted,0.01022208,Naïve.square
100,unsorted,3.112e-05,Logistic
100,unsorted,1.524e-05,Logistic
100,unsorted,0.00982092,Naïve.square
100,unsorted,0.00984676,Naïve.square
100,unsorted,0.02083936,Functional.square
100,unsorted,2.764e-05,Logistic
100,unsorted,1.46e-05,Logistic
100,unsorted,0.0089472,Naïve.squared_hinge
100,unsorted,2.964e-05,Logistic
100,unsorted,0.00981452,Naïve.square
100,unsorted,0.0297956,Functional.squared_hinge
100,unsorted,0.02919844,Functional.squared_hinge
100,unsorted,0.03817844,Functional.squared_hinge
100,unsorted,0.02933136,Functional.squared_hinge
100,unsorted,0.01017968,Naïve.square
100,unsorted,3.216e-05,Logistic
316,unsorted,0.02420872,Naïve.squared_hinge
316,unsorted,0.02431064,Naïve.squared_hinge
316,unsorted,0.02531212,Naïve.square
316,unsorted,0.02447412,Naïve.square
316,unsorted,0.02090532,Functional.square
316,unsorted,0.02950664,Functional.squared_hinge
316,unsorted,0.02442568,Naïve.squared_hinge
316,unsorted,0.03041752,Functional.squared_hinge
316,unsorted,0.02216888,Functional.square
316,unsorted,0.03132152,Functional.squared_hinge
316,unsorted,0.02448132,Naïve.squared_hinge
316,unsorted,0.02478748,Naïve.square
316,unsorted,0.03979376,Functional.squared_hinge
316,unsorted,0.02134608,Functional.square
316,unsorted,0.02425888,Naïve.squared_hinge
316,unsorted,0.02908804,Functional.squared_hinge
316,unsorted,4.788e-05,Logistic
316,unsorted,0.02130348,Functional.square
316,unsorted,0.02501344,Naïve.squared_hinge
316,unsorted,0.02939024,Functional.squared_hinge
316,unsorted,0.02116116,Functional.square
316,unsorted,4.64e-05,Logistic
316,unsorted,0.02991348,Functional.squared_hinge
316,unsorted,4.548e-05,Logistic
316,unsorted,0.03926532,Functional.squared_hinge
316,unsorted,0.02092036,Functional.square
316,unsorted,0.02111652,Functional.square
316,unsorted,4.632e-05,Logistic
316,unsorted,3.06e-05,Logistic
316,unsorted,0.02523712,Naïve.square
316,unsorted,0.02497228,Naïve.square
316,unsorted,4.888e-05,Logistic
316,unsorted,0.02477064,Naïve.square
316,unsorted,0.02392608,Naïve.squared_hinge
316,unsorted,5.024e-05,Logistic
316,unsorted,0.03017632,Functional.squared_hinge
316,unsorted,0.02474384,Naïve.square
316,unsorted,0.02148516,Functional.square
316,unsorted,4.584e-05,Logistic
316,unsorted,0.02131112,Functional.square
316,unsorted,0.02423168,Naïve.squared_hinge
316,unsorted,5.044e-05,Logistic
316,unsorted,0.03930212,Functional.squared_hinge
316,unsorted,0.02101348,Functional.square
316,unsorted,0.02463168,Naïve.square
316,unsorted,0.02480172,Naïve.square
316,unsorted,0.02426132,Naïve.squared_hinge
316,unsorted,4.992e-05,Logistic
316,unsorted,0.0244826,Naïve.square
316,unsorted,0.02386664,Naïve.squared_hinge
1000,unsorted,0.1361982,Naïve.square
1000,unsorted,0.13918116,Naïve.square
1000,unsorted,0.02176536,Functional.square
1000,unsorted,0.14340308,Naïve.squared_hinge
1000,unsorted,0.13764012,Naïve.square
1000,unsorted,0.0001054,Logistic
1000,unsorted,0.13889788,Naïve.square
1000,unsorted,0.02126064,Functional.square
1000,unsorted,0.1542664,Naïve.squared_hinge
1000,unsorted,0.13646948,Naïve.square
1000,unsorted,0.14704752,Naïve.squared_hinge
1000,unsorted,0.02174548,Functional.square
1000,unsorted,0.13568772,Naïve.square
1000,unsorted,0.0290084,Functional.squared_hinge
1000,unsorted,0.0295468,Functional.squared_hinge
1000,unsorted,9.428e-05,Logistic
1000,unsorted,0.14435976,Naïve.squared_hinge
1000,unsorted,0.02929084,Functional.squared_hinge
1000,unsorted,0.02143788,Functional.square
1000,unsorted,0.03354972,Functional.square
1000,unsorted,0.029254,Functional.squared_hinge
1000,unsorted,0.0297012,Functional.squared_hinge
1000,unsorted,9.46e-05,Logistic
1000,unsorted,0.13871068,Naïve.square
1000,unsorted,0.02109544,Functional.square
1000,unsorted,0.14329244,Naïve.squared_hinge
1000,unsorted,0.02181152,Functional.square
1000,unsorted,0.02919716,Functional.squared_hinge
1000,unsorted,0.13628056,Naïve.square
1000,unsorted,0.13909752,Naïve.square
1000,unsorted,0.00010148,Logistic
1000,unsorted,0.03995872,Functional.squared_hinge
1000,unsorted,0.1454042,Naïve.squared_hinge
1000,unsorted,0.00010132,Logistic
1000,unsorted,7.936e-05,Logistic
1000,unsorted,0.1458148,Naïve.squared_hinge
1000,unsorted,0.0001022,Logistic
1000,unsorted,0.138148,Naïve.square
1000,unsorted,0.02972896,Functional.squared_hinge
1000,unsorted,0.02915768,Functional.squared_hinge
1000,unsorted,0.1421808,Naïve.squared_hinge
1000,unsorted,0.0299586,Functional.squared_hinge
1000,unsorted,0.153595,Naïve.squared_hinge
1000,unsorted,0.00010168,Logistic
1000,unsorted,7.752e-05,Logistic
1000,unsorted,0.02146028,Functional.square
1000,unsorted,0.14714772,Naïve.squared_hinge
1000,unsorted,0.02133756,Functional.square
1000,unsorted,9.472e-05,Logistic
1000,unsorted,0.0211132,Functional.square
3162,unsorted,1.41306056,Naïve.square
3162,unsorted,1.49481548,Naïve.square
3162,unsorted,0.00030164,Logistic
3162,unsorted,0.02164028,Functional.square
3162,unsorted,0.00024876,Logistic
3162,unsorted,1.40403728,Naïve.square
3162,unsorted,0.0300514,Functional.squared_hinge
3162,unsorted,0.02154884,Functional.square
3162,unsorted,0.03120716,Functional.squared_hinge
3162,unsorted,1.5355506,Naïve.squared_hinge
3162,unsorted,0.0215208,Functional.square
3162,unsorted,0.0215402,Functional.square
3162,unsorted,1.33170324,Naïve.squared_hinge
3162,unsorted,0.00025356,Logistic
3162,unsorted,0.0311604,Functional.squared_hinge
3162,unsorted,0.021709,Functional.square
3162,unsorted,1.36496724,Naïve.square
3162,unsorted,0.03049292,Functional.squared_hinge
3162,unsorted,1.48021532,Naïve.square
3162,unsorted,0.0002804,Logistic
3162,unsorted,1.48513216,Naïve.square
3162,unsorted,0.00025372,Logistic
3162,unsorted,0.02141324,Functional.square
3162,unsorted,1.2182172,Naïve.square
3162,unsorted,1.55661088,Naïve.squared_hinge
3162,unsorted,0.0002552,Logistic
3162,unsorted,0.02140728,Functional.square
3162,unsorted,0.00046572,Logistic
3162,unsorted,0.0307832,Functional.squared_hinge
3162,unsorted,0.00025264,Logistic
3162,unsorted,1.4589622,Naïve.squared_hinge
3162,unsorted,0.00025448,Logistic
3162,unsorted,0.02978168,Functional.squared_hinge
3162,unsorted,0.0002492,Logistic
3162,unsorted,1.41664192,Naïve.square
3162,unsorted,0.03052236,Functional.squared_hinge
3162,unsorted,1.32622136,Naïve.squared_hinge
3162,unsorted,1.39368172,Naïve.square
3162,unsorted,1.55943976,Naïve.squared_hinge
3162,unsorted,0.0305254,Functional.squared_hinge
3162,unsorted,0.02190516,Functional.square
3162,unsorted,1.33052368,Naïve.squared_hinge
3162,unsorted,1.31582816,Naïve.square
3162,unsorted,0.02972328,Functional.squared_hinge
3162,unsorted,0.02218496,Functional.square
3162,unsorted,1.44252256,Naïve.squared_hinge
3162,unsorted,1.4103864,Naïve.squared_hinge
3162,unsorted,0.02146516,Functional.square
3162,unsorted,0.03062708,Functional.squared_hinge
3162,unsorted,1.40219812,Naïve.squared_hinge
10000,unsorted,0.02265852,Functional.square
10000,unsorted,0.03257652,Functional.squared_hinge
10000,unsorted,0.00077336,Logistic
10000,unsorted,0.0339508,Functional.squared_hinge
10000,unsorted,0.00077144,Logistic
10000,unsorted,0.0007294,Logistic
10000,unsorted,0.0343202,Functional.squared_hinge
10000,unsorted,0.03452484,Functional.squared_hinge
10000,unsorted,0.02494136,Functional.square
10000,unsorted,0.04288792,Functional.squared_hinge
10000,unsorted,0.0007576,Logistic
10000,unsorted,0.02308492,Functional.square
10000,unsorted,0.02307536,Functional.square
10000,unsorted,0.03332968,Functional.squared_hinge
10000,unsorted,0.02322288,Functional.square
10000,unsorted,0.02306076,Functional.square
10000,unsorted,0.0236882,Functional.square
10000,unsorted,0.03349104,Functional.squared_hinge
10000,unsorted,0.0007662,Logistic
10000,unsorted,0.000729,Logistic
10000,unsorted,0.00076808,Logistic
10000,unsorted,0.03187968,Functional.square
10000,unsorted,0.033628,Functional.squared_hinge
10000,unsorted,0.03319576,Functional.squared_hinge
10000,unsorted,0.02317664,Functional.square
10000,unsorted,0.03339284,Functional.squared_hinge
10000,unsorted,0.02370772,Functional.square
10000,unsorted,0.00078128,Logistic
10000,unsorted,0.0007296,Logistic
10000,unsorted,0.00075216,Logistic
31622,unsorted,0.04253628,Functional.squared_hinge
31622,unsorted,0.02699368,Functional.square
31622,unsorted,0.00244296,Logistic
31622,unsorted,0.02712672,Functional.square
31622,unsorted,0.02752304,Functional.square
31622,unsorted,0.00237364,Logistic
31622,unsorted,0.02827432,Functional.square
31622,unsorted,0.0436374,Functional.squared_hinge
31622,unsorted,0.04452988,Functional.squared_hinge
31622,unsorted,0.05239188,Functional.squared_hinge
31622,unsorted,0.04202456,Functional.squared_hinge
31622,unsorted,0.00251984,Logistic
31622,unsorted,0.0425506,Functional.squared_hinge
31622,unsorted,0.00252256,Logistic
31622,unsorted,0.0420092,Functional.squared_hinge
31622,unsorted,0.0433692,Functional.squared_hinge
31622,unsorted,0.00248844,Logistic
31622,unsorted,0.0419756,Functional.squared_hinge
31622,unsorted,0.02752012,Functional.square
31622,unsorted,0.00255176,Logistic
31622,unsorted,0.0023638,Logistic
31622,unsorted,0.00234428,Logistic
31622,unsorted,0.0355526,Functional.square
31622,unsorted,0.0267482,Functional.square
31622,unsorted,0.0267774,Functional.square
31622,unsorted,0.04277724,Functional.squared_hinge
31622,unsorted,0.00253308,Logistic
31622,unsorted,0.00228444,Logistic
31622,unsorted,0.02677244,Functional.square
31622,unsorted,0.02692484,Functional.square
100000,unsorted,0.00774296,Logistic
100000,unsorted,0.07335316,Functional.squared_hinge
100000,unsorted,0.04047984,Functional.square
100000,unsorted,0.07297892,Functional.squared_hinge
100000,unsorted,0.03962224,Functional.square
100000,unsorted,0.04100168,Functional.square
100000,unsorted,0.0078814,Logistic
100000,unsorted,0.07052824,Functional.squared_hinge
100000,unsorted,0.0402288,Functional.square
100000,unsorted,0.08141404,Functional.squared_hinge
100000,unsorted,0.00773608,Logistic
100000,unsorted,0.07054532,Functional.squared_hinge
100000,unsorted,0.071496,Functional.squared_hinge
100000,unsorted,0.0712802,Functional.squared_hinge
100000,unsorted,0.0396608,Functional.square
100000,unsorted,0.00795196,Logistic
100000,unsorted,0.00761104,Logistic
100000,unsorted,0.04003392,Functional.square
100000,unsorted,0.00793808,Logistic
100000,unsorted,0.00759208,Logistic
100000,unsorted,0.07293164,Functional.squared_hinge
100000,unsorted,0.0479172,Functional.square
100000,unsorted,0.04082112,Functional.square
100000,unsorted,0.03931004,Functional.square
100000,unsorted,0.03893504,Functional.square
100000,unsorted,0.07139048,Functional.squared_hinge
100000,unsorted,0.00774196,Logistic
100000,unsorted,0.00759616,Logistic
100000,unsorted,0.00759084,Logistic
100000,unsorted,0.07362428,Functional.squared_hinge
316227,unsorted,0.09502916,Functional.square
316227,unsorted,0.093472,Functional.square
316227,unsorted,0.02520824,Logistic
316227,unsorted,0.09384776,Functional.square
316227,unsorted,0.19504072,Functional.squared_hinge
316227,unsorted,0.02516048,Logistic
316227,unsorted,0.02500824,Logistic
316227,unsorted,0.0251958,Logistic
316227,unsorted,0.23345408,Functional.squared_hinge
316227,unsorted,0.2554372,Functional.squared_hinge
316227,unsorted,0.22208428,Functional.squared_hinge
316227,unsorted,0.02551484,Logistic
316227,unsorted,0.09575252,Functional.square
316227,unsorted,0.09295636,Functional.square
316227,unsorted,0.02523204,Logistic
316227,unsorted,0.19593536,Functional.squared_hinge
316227,unsorted,0.09353644,Functional.square
316227,unsorted,0.19634956,Functional.squared_hinge
316227,unsorted,0.02545652,Logistic
316227,unsorted,0.2037914,Functional.squared_hinge
316227,unsorted,0.09367388,Functional.square
316227,unsorted,0.0936878,Functional.square
316227,unsorted,0.0932988,Functional.square
316227,unsorted,0.02511584,Logistic
316227,unsorted,0.19655336,Functional.squared_hinge
316227,unsorted,0.02524556,Logistic
316227,unsorted,0.02556504,Logistic
316227,unsorted,0.20204876,Functional.squared_hinge
316227,unsorted,0.2010542,Functional.squared_hinge
316227,unsorted,0.09230468,Functional.square
1000000,unsorted,0.2731698,Functional.square
1000000,unsorted,0.0832992,Logistic
1000000,unsorted,0.64723196,Functional.squared_hinge
1000000,unsorted,0.27072488,Functional.square
1000000,unsorted,0.08509756,Logistic
1000000,unsorted,0.64605632,Functional.squared_hinge
1000000,unsorted,0.27848216,Functional.square
1000000,unsorted,0.63709076,Functional.squared_hinge
1000000,unsorted,0.66086936,Functional.squared_hinge
1000000,unsorted,0.0826474,Logistic
1000000,unsorted,0.63226468,Functional.squared_hinge
1000000,unsorted,0.26332672,Functional.square
1000000,unsorted,0.63599284,Functional.squared_hinge
1000000,unsorted,0.08749324,Logistic
1000000,unsorted,0.74116712,Functional.squared_hinge
1000000,unsorted,0.62616068,Functional.squared_hinge
1000000,unsorted,0.26834608,Functional.square
1000000,unsorted,0.0839228,Logistic
1000000,unsorted,0.27349644,Functional.square
1000000,unsorted,0.08132916,Logistic
1000000,unsorted,0.08170652,Logistic
1000000,unsorted,0.64139364,Functional.squared_hinge
1000000,unsorted,0.75968972,Functional.squared_hinge
1000000,unsorted,0.0825274,Logistic
1000000,unsorted,0.27105032,Functional.square
1000000,unsorted,0.08161604,Logistic
1000000,unsorted,0.30587548,Functional.square
1000000,unsorted,0.28892052,Functional.square
1000000,unsorted,0.26958076,Functional.square
1000000,unsorted,0.08134432,Logistic
3162277,unsorted,0.26371312,Logistic
3162277,unsorted,2.24596904,Functional.squared_hinge
3162277,unsorted,2.30222044,Functional.squared_hinge
3162277,unsorted,0.82549004,Functional.square
3162277,unsorted,0.94188472,Functional.square
3162277,unsorted,2.164388,Functional.squared_hinge
3162277,unsorted,0.26245488,Logistic
3162277,unsorted,0.89903232,Functional.square
3162277,unsorted,0.25904168,Logistic
3162277,unsorted,0.9250974,Functional.square
3162277,unsorted,0.26493604,Logistic
3162277,unsorted,0.26654252,Logistic
3162277,unsorted,0.8185934,Functional.square
3162277,unsorted,2.06571704,Functional.squared_hinge
3162277,unsorted,0.93023444,Functional.square
3162277,unsorted,2.0563932,Functional.squared_hinge
3162277,unsorted,0.9409802,Functional.square
3162277,unsorted,0.26119388,Logistic
3162277,unsorted,0.81752748,Functional.square
3162277,unsorted,2.18466008,Functional.squared_hinge
3162277,unsorted,2.05892756,Functional.squared_hinge
3162277,unsorted,0.93514528,Functional.square
3162277,unsorted,2.0647694,Functional.squared_hinge
3162277,unsorted,2.18401032,Functional.squared_hinge
3162277,unsorted,0.25858168,Logistic
3162277,unsorted,0.26232656,Logistic
3162277,unsorted,0.25890828,Logistic
3162277,unsorted,2.17061396,Functional.squared_hinge
3162277,unsorted,0.81908372,Functional.square
3162277,unsorted,0.2663628,Logistic
10000000,unsorted,0.8381956,Logistic
10000000,unsorted,0.82600684,Logistic
10000000,unsorted,0.91302172,Logistic
10000000,unsorted,0.92234708,Logistic
10000000,unsorted,0.91133856,Logistic
10000000,unsorted,0.8320794,Logistic
10000000,unsorted,0.85090596,Logistic
10000000,unsorted,0.91237216,Logistic
10000000,unsorted,0.84953024,Logistic
10000000,unsorted,0.85446748,Logistic
